TX,t_y,Model,ParamSensitivity,ParamSpecificity,ProbMassFunc
94,3,"Item-level (0.7,1)",0.7,1,0.051876505
94,4,"Item-level (0.7,1)",0.7,1,0.947086867
95,0,"Item-level (0.7,1)",0.7,1,2.02289029320622e-08
95,1,"Item-level (0.7,1)",0.7,1,6.9727997057975e-06
95,2,"Item-level (0.7,1)",0.7,1,0.000879652
95,3,"Item-level (0.7,1)",0.7,1,0.047980921
95,4,"Item-level (0.7,1)",0.7,1,0.951132434
96,0,"Item-level (0.7,1)",0.7,1,1.49587037540135e-08
96,1,"Item-level (0.7,1)",0.7,1,5.52759395199422e-06
96,2,"Item-level (0.7,1)",0.7,1,0.000750797
96,3,"Item-level (0.7,1)",0.7,1,0.044301644
96,4,"Item-level (0.7,1)",0.7,1,0.954942016
97,0,"Item-level (0.7,1)",0.7,1,1.10197673247276e-08
97,1,"Item-level (0.7,1)",0.7,1,4.36701245070107e-06
97,2,"Item-level (0.7,1)",0.7,1,0.000639045
97,3,"Item-level (0.7,1)",0.7,1,0.040832402
97,4,"Item-level (0.7,1)",0.7,1,0.958524176
98,0,"Item-level (0.7,1)",0.7,1,8.08698600981809e-09
98,1,"Item-level (0.7,1)",0.7,1,3.43815861596062e-06
98,2,"Item-level (0.7,1)",0.7,1,0.000542387
98,3,"Item-level (0.7,1)",0.7,1,0.037566698
98,4,"Item-level (0.7,1)",0.7,1,0.961887469
99,0,"Item-level (0.7,1)",0.7,1,5.91174968400005e-09
99,1,"Item-level (0.7,1)",0.7,1,2.697330921264e-06
99,2,"Item-level (0.7,1)",0.7,1,0.000459016
99,3,"Item-level (0.7,1)",0.7,1,0.034497853
99,4,"Item-level (0.7,1)",0.7,1,0.965040428
100,0,"Item-level (0.7,1)",0.7,1,4.30467210000001e-09
100,1,"Item-level (0.7,1)",0.7,1,2.1085453116e-06
100,2,"Item-level (0.7,1)",0.7,1,0.000387309
100,3,"Item-level (0.7,1)",0.7,1,0.03161904
100,4,"Item-level (0.7,1)",0.7,1,0.967991539
0,0,"Item-level (0.7,0.8)",0.7,0.8,0.028147498
0,1,"Item-level (0.7,0.8)",0.7,0.8,0.162287916
0,2,"Item-level (0.7,0.8)",0.7,0.8,0.350884225
0,3,"Item-level (0.7,0.8)",0.7,0.8,0.33717781
0,4,"Item-level (0.7,0.8)",0.7,0.8,0.121502551
1,0,"Item-level (0.7,0.8)",0.7,0.8,0.025332748
1,1,"Item-level (0.7,0.8)",0.7,0.8,0.152931072
1,2,"Item-level (0.7,0.8)",0.7,0.8,0.345511608
1,3,"Item-level (0.7,0.8)",0.7,0.8,0.346292576
1,4,"Item-level (0.7,0.8)",0.7,0.8,0.129931996
2,0,"Item-level (0.7,0.8)",0.7,0.8,0.022784546
2,1,"Item-level (0.7,0.8)",0.7,0.8,0.143939691
2,2,"Item-level (0.7,0.8)",0.7,0.8,0.339667565
2,3,"Item-level (0.7,0.8)",0.7,0.8,0.35496337
2,4,"Item-level (0.7,0.8)",0.7,0.8,0.138644828
3,0,"Item-level (0.7,0.8)",0.7,0.8,0.020479094
3,1,"Item-level (0.7,0.8)",0.7,0.8,0.135317664
3,2,"Item-level (0.7,0.8)",0.7,0.8,0.333398104
3,3,"Item-level (0.7,0.8)",0.7,0.8,0.363171801
3,4,"Item-level (0.7,0.8)",0.7,0.8,0.147633336
4,0,"Item-level (0.7,0.8)",0.7,0.8,0.018394586
4,1,"Item-level (0.7,0.8)",0.7,0.8,0.127066202
4,2,"Item-level (0.7,0.8)",0.7,0.8,0.326748054
4,3,"Item-level (0.7,0.8)",0.7,0.8,0.370901972
4,4,"Item-level (0.7,0.8)",0.7,0.8,0.156889186
5,0,"Item-level (0.7,0.8)",0.7,0.8,0.016511054
5,1,"Item-level (0.7,0.8)",0.7,0.8,0.119184187
5,2,"Item-level (0.7,0.8)",0.7,0.8,0.31976088
5,3,"Item-level (0.7,0.8)",0.7,0.8,0.37814041
5,4,"Item-level (0.7,0.8)",0.7,0.8,0.166403469
6,0,"Item-level (0.7,0.8)",0.7,0.8,0.014810223
6,1,"Item-level (0.7,0.8)",0.7,0.8,0.111668481
6,2,"Item-level (0.7,0.8)",0.7,0.8,0.312478543
6,3,"Item-level (0.7,0.8)",0.7,0.8,0.384876003
6,4,"Item-level (0.7,0.8)",0.7,0.8,0.176166751
7,0,"Item-level (0.7,0.8)",0.7,0.8,0.013275379
7,1,"Item-level (0.7,0.8)",0.7,0.8,0.104514214
7,2,"Item-level (0.7,0.8)",0.7,0.8,0.304941374
7,3,"Item-level (0.7,0.8)",0.7,0.8,0.391099914
7,4,"Item-level (0.7,0.8)",0.7,0.8,0.186169119
8,0,"Item-level (0.7,0.8)",0.7,0.8,0.011891241
8,1,"Item-level (0.7,0.8)",0.7,0.8,0.097715044
8,2,"Item-level (0.7,0.8)",0.7,0.8,0.297187985
8,3,"Item-level (0.7,0.8)",0.7,0.8,0.396805498
8,4,"Item-level (0.7,0.8)",0.7,0.8,0.196400233
9,0,"Item-level (0.7,0.8)",0.7,0.8,0.01064385
9,1,"Item-level (0.7,0.8)",0.7,0.8,0.091263382
9,2,"Item-level (0.7,0.8)",0.7,0.8,0.289255192
9,3,"Item-level (0.7,0.8)",0.7,0.8,0.401988209
9,4,"Item-level (0.7,0.8)",0.7,0.8,0.206849367
10,0,"Item-level (0.7,0.8)",0.7,0.8,0.009520459
10,1,"Item-level (0.7,0.8)",0.7,0.8,0.085150607
10,2,"Item-level (0.7,0.8)",0.7,0.8,0.281177968
10,3,"Item-level (0.7,0.8)",0.7,0.8,0.406645503
10,4,"Item-level (0.7,0.8)",0.7,0.8,0.217505463
11,0,"Item-level (0.7,0.8)",0.7,0.8,0.008509438
11,1,"Item-level (0.7,0.8)",0.7,0.8,0.079367251
11,2,"Item-level (0.7,0.8)",0.7,0.8,0.272989405
11,3,"Item-level (0.7,0.8)",0.7,0.8,0.410776739
11,4,"Item-level (0.7,0.8)",0.7,0.8,0.228357167
12,0,"Item-level (0.7,0.8)",0.7,0.8,0.007600181
12,1,"Item-level (0.7,0.8)",0.7,0.8,0.073903165
12,2,"Item-level (0.7,0.8)",0.7,0.8,0.264720699
12,3,"Item-level (0.7,0.8)",0.7,0.8,0.414383074
12,4,"Item-level (0.7,0.8)",0.7,0.8,0.239392882
13,0,"Item-level (0.7,0.8)",0.7,0.8,0.00678302
13,1,"Item-level (0.7,0.8)",0.7,0.8,0.06874767
13,2,"Item-level (0.7,0.8)",0.7,0.8,0.256401147
13,3,"Item-level (0.7,0.8)",0.7,0.8,0.417467362
13,4,"Item-level (0.7,0.8)",0.7,0.8,0.250600802
14,0,"Item-level (0.7,0.8)",0.7,0.8,0.006049152
14,1,"Item-level (0.7,0.8)",0.7,0.8,0.06388969
14,2,"Item-level (0.7,0.8)",0.7,0.8,0.248058154
14,3,"Item-level (0.7,0.8)",0.7,0.8,0.420034045
14,4,"Item-level (0.7,0.8)",0.7,0.8,0.26196896
15,0,"Item-level (0.7,0.8)",0.7,0.8,0.005390562
15,1,"Item-level (0.7,0.8)",0.7,0.8,0.059317867
15,2,"Item-level (0.7,0.8)",0.7,0.8,0.239717254
15,3,"Item-level (0.7,0.8)",0.7,0.8,0.422089052
15,4,"Item-level (0.7,0.8)",0.7,0.8,0.273485266
16,0,"Item-level (0.7,0.8)",0.7,0.8,0.004799961
16,1,"Item-level (0.7,0.8)",0.7,0.8,0.055020668
16,2,"Item-level (0.7,0.8)",0.7,0.8,0.23140214
16,3,"Item-level (0.7,0.8)",0.7,0.8,0.42363969
16,4,"Item-level (0.7,0.8)",0.7,0.8,0.285137541
17,0,"Item-level (0.7,0.8)",0.7,0.8,0.004270723
17,1,"Item-level (0.7,0.8)",0.7,0.8,0.050986475
17,2,"Item-level (0.7,0.8)",0.7,0.8,0.223134699
17,3,"Item-level (0.7,0.8)",0.7,0.8,0.424694542
17,4,"Item-level (0.7,0.8)",0.7,0.8,0.29691356
18,0,"Item-level (0.7,0.8)",0.7,0.8,0.003796827
18,1,"Item-level (0.7,0.8)",0.7,0.8,0.047203664
18,2,"Item-level (0.7,0.8)",0.7,0.8,0.214935061
18,3,"Item-level (0.7,0.8)",0.7,0.8,0.425263367
18,4,"Item-level (0.7,0.8)",0.7,0.8,0.308801081
19,0,"Item-level (0.7,0.8)",0.7,0.8,0.003372809
19,1,"Item-level (0.7,0.8)",0.7,0.8,0.043660673
19,2,"Item-level (0.7,0.8)",0.7,0.8,0.206821643
19,3,"Item-level (0.7,0.8)",0.7,0.8,0.425356993
19,4,"Item-level (0.7,0.8)",0.7,0.8,0.320787882
20,0,"Item-level (0.7,0.8)",0.7,0.8,0.002993711
20,1,"Item-level (0.7,0.8)",0.7,0.8,0.040346066
20,2,"Item-level (0.7,0.8)",0.7,0.8,0.19881121
20,3,"Item-level (0.7,0.8)",0.7,0.8,0.424987223
20,4,"Item-level (0.7,0.8)",0.7,0.8,0.332861789
21,0,"Item-level (0.7,0.8)",0.7,0.8,0.002655038
21,1,"Item-level (0.7,0.8)",0.7,0.8,0.037248581
21,2,"Item-level (0.7,0.8)",0.7,0.8,0.190918931
21,3,"Item-level (0.7,0.8)",0.7,0.8,0.424166739
21,4,"Item-level (0.7,0.8)",0.7,0.8,0.345010711
22,0,"Item-level (0.7,0.8)",0.7,0.8,0.002352717
22,1,"Item-level (0.7,0.8)",0.7,0.8,0.034357172
22,2,"Item-level (0.7,0.8)",0.7,0.8,0.183158442
22,3,"Item-level (0.7,0.8)",0.7,0.8,0.422909006
22,4,"Item-level (0.7,0.8)",0.7,0.8,0.357222662
23,0,"Item-level (0.7,0.8)",0.7,0.8,0.002083063
23,1,"Item-level (0.7,0.8)",0.7,0.8,0.031661051
23,2,"Item-level (0.7,0.8)",0.7,0.8,0.175541912
23,3,"Item-level (0.7,0.8)",0.7,0.8,0.421228186
23,4,"Item-level (0.7,0.8)",0.7,0.8,0.369485789
24,0,"Item-level (0.7,0.8)",0.7,0.8,0.00184274
24,1,"Item-level (0.7,0.8)",0.7,0.8,0.02914971
24,2,"Item-level (0.7,0.8)",0.7,0.8,0.168080105
24,3,"Item-level (0.7,0.8)",0.7,0.8,0.419139045
24,4,"Item-level (0.7,0.8)",0.7,0.8,0.381788399
25,0,"Item-level (0.7,0.8)",0.7,0.8,0.001628734
25,1,"Item-level (0.7,0.8)",0.7,0.8,0.026812956
25,2,"Item-level (0.7,0.8)",0.7,0.8,0.160782455
25,3,"Item-level (0.7,0.8)",0.7,0.8,0.416656876
25,4,"Item-level (0.7,0.8)",0.7,0.8,0.39411898
26,0,"Item-level (0.7,0.8)",0.7,0.8,0.00143832
26,1,"Item-level (0.7,0.8)",0.7,0.8,0.024640919
26,2,"Item-level (0.7,0.8)",0.7,0.8,0.153657126
26,3,"Item-level (0.7,0.8)",0.7,0.8,0.413797415
26,4,"Item-level (0.7,0.8)",0.7,0.8,0.40646622
27,0,"Item-level (0.7,0.8)",0.7,0.8,0.001269041
27,1,"Item-level (0.7,0.8)",0.7,0.8,0.022624076
27,2,"Item-level (0.7,0.8)",0.7,0.8,0.146711089
27,3,"Item-level (0.7,0.8)",0.7,0.8,0.410576764
27,4,"Item-level (0.7,0.8)",0.7,0.8,0.41881903
28,0,"Item-level (0.7,0.8)",0.7,0.8,0.001118678
28,1,"Item-level (0.7,0.8)",0.7,0.8,0.020753259
28,2,"Item-level (0.7,0.8)",0.7,0.8,0.139950181
28,3,"Item-level (0.7,0.8)",0.7,0.8,0.407011321
28,4,"Item-level (0.7,0.8)",0.7,0.8,0.43116656
29,0,"Item-level (0.7,0.8)",0.7,0.8,0.000985234
29,1,"Item-level (0.7,0.8)",0.7,0.8,0.019019661
29,2,"Item-level (0.7,0.8)",0.7,0.8,0.133379182
29,3,"Item-level (0.7,0.8)",0.7,0.8,0.403117706
29,4,"Item-level (0.7,0.8)",0.7,0.8,0.443498216
30,0,"Item-level (0.7,0.8)",0.7,0.8,0.000866908
30,1,"Item-level (0.7,0.8)",0.7,0.8,0.017414841
30,2,"Item-level (0.7,0.8)",0.7,0.8,0.127001875
30,3,"Item-level (0.7,0.8)",0.7,0.8,0.398912702
30,4,"Item-level (0.7,0.8)",0.7,0.8,0.455803674
31,0,"Item-level (0.7,0.8)",0.7,0.8,0.000762081
31,1,"Item-level (0.7,0.8)",0.7,0.8,0.015930727
31,2,"Item-level (0.7,0.8)",0.7,0.8,0.120821112
31,3,"Item-level (0.7,0.8)",0.7,0.8,0.394413187
31,4,"Item-level (0.7,0.8)",0.7,0.8,0.468072893
32,0,"Item-level (0.7,0.8)",0.7,0.8,0.000669296
32,1,"Item-level (0.7,0.8)",0.7,0.8,0.014559613
32,2,"Item-level (0.7,0.8)",0.7,0.8,0.114838884
32,3,"Item-level (0.7,0.8)",0.7,0.8,0.389636078
32,4,"Item-level (0.7,0.8)",0.7,0.8,0.480296129
33,0,"Item-level (0.7,0.8)",0.7,0.8,0.000587244
33,1,"Item-level (0.7,0.8)",0.7,0.8,0.013294161
33,2,"Item-level (0.7,0.8)",0.7,0.8,0.109056376
33,3,"Item-level (0.7,0.8)",0.7,0.8,0.384598277
33,4,"Item-level (0.7,0.8)",0.7,0.8,0.492463944
34,0,"Item-level (0.7,0.8)",0.7,0.8,0.00051475
34,1,"Item-level (0.7,0.8)",0.7,0.8,0.012127388
34,2,"Item-level (0.7,0.8)",0.7,0.8,0.10347403
34,3,"Item-level (0.7,0.8)",0.7,0.8,0.37931662
34,4,"Item-level (0.7,0.8)",0.7,0.8,0.504567212
35,0,"Item-level (0.7,0.8)",0.7,0.8,0.000450762
35,1,"Item-level (0.7,0.8)",0.7,0.8,0.011052667
35,2,"Item-level (0.7,0.8)",0.7,0.8,0.098091608
35,3,"Item-level (0.7,0.8)",0.7,0.8,0.373807828
35,4,"Item-level (0.7,0.8)",0.7,0.8,0.516597134
36,0,"Item-level (0.7,0.8)",0.7,0.8,0.000394335
36,1,"Item-level (0.7,0.8)",0.7,0.8,0.010063718
36,2,"Item-level (0.7,0.8)",0.7,0.8,0.092908243
36,3,"Item-level (0.7,0.8)",0.7,0.8,0.368088464
36,4,"Item-level (0.7,0.8)",0.7,0.8,0.52854524
37,0,"Item-level (0.7,0.8)",0.7,0.8,0.000344623
37,1,"Item-level (0.7,0.8)",0.7,0.8,0.009154598
37,2,"Item-level (0.7,0.8)",0.7,0.8,0.087922495
37,3,"Item-level (0.7,0.8)",0.7,0.8,0.362174893
37,4,"Item-level (0.7,0.8)",0.7,0.8,0.540403392
38,0,"Item-level (0.7,0.8)",0.7,0.8,0.000300869
38,1,"Item-level (0.7,0.8)",0.7,0.8,0.00831969
38,2,"Item-level (0.7,0.8)",0.7,0.8,0.083132404
38,3,"Item-level (0.7,0.8)",0.7,0.8,0.356083243
38,4,"Item-level (0.7,0.8)",0.7,0.8,0.552163795
39,0,"Item-level (0.7,0.8)",0.7,0.8,0.000262398
39,1,"Item-level (0.7,0.8)",0.7,0.8,0.007553697
39,2,"Item-level (0.7,0.8)",0.7,0.8,0.07853554
39,3,"Item-level (0.7,0.8)",0.7,0.8,0.349829371
39,4,"Item-level (0.7,0.8)",0.7,0.8,0.563818994
40,0,"Item-level (0.7,0.8)",0.7,0.8,0.000228606
40,1,"Item-level (0.7,0.8)",0.7,0.8,0.00685163
40,2,"Item-level (0.7,0.8)",0.7,0.8,0.074129051
40,3,"Item-level (0.7,0.8)",0.7,0.8,0.343428832
40,4,"Item-level (0.7,0.8)",0.7,0.8,0.575361881
41,0,"Item-level (0.7,0.8)",0.7,0.8,0.000198953
41,1,"Item-level (0.7,0.8)",0.7,0.8,0.006208794
41,2,"Item-level (0.7,0.8)",0.7,0.8,0.069909706
41,3,"Item-level (0.7,0.8)",0.7,0.8,0.336896853
41,4,"Item-level (0.7,0.8)",0.7,0.8,0.586785694
42,0,"Item-level (0.7,0.8)",0.7,0.8,0.000172959
42,1,"Item-level (0.7,0.8)",0.7,0.8,0.00562078
42,2,"Item-level (0.7,0.8)",0.7,0.8,0.065873941
42,3,"Item-level (0.7,0.8)",0.7,0.8,0.330248304
42,4,"Item-level (0.7,0.8)",0.7,0.8,0.598084017
43,0,"Item-level (0.7,0.8)",0.7,0.8,0.000150197
43,1,"Item-level (0.7,0.8)",0.7,0.8,0.005083452
43,2,"Item-level (0.7,0.8)",0.7,0.8,0.062017897
43,3,"Item-level (0.7,0.8)",0.7,0.8,0.323497676
43,4,"Item-level (0.7,0.8)",0.7,0.8,0.609250778
44,0,"Item-level (0.7,0.8)",0.7,0.8,0.000130286
44,1,"Item-level (0.7,0.8)",0.7,0.8,0.004592934
44,2,"Item-level (0.7,0.8)",0.7,0.8,0.05833746
44,3,"Item-level (0.7,0.8)",0.7,0.8,0.316659065
44,4,"Item-level (0.7,0.8)",0.7,0.8,0.620280255
45,0,"Item-level (0.7,0.8)",0.7,0.8,0.000112887
45,1,"Item-level (0.7,0.8)",0.7,0.8,0.004145602
45,2,"Item-level (0.7,0.8)",0.7,0.8,0.054828298
45,3,"Item-level (0.7,0.8)",0.7,0.8,0.309746149
45,4,"Item-level (0.7,0.8)",0.7,0.8,0.631167064
46,0,"Item-level (0.7,0.8)",0.7,0.8,9.77007275031479e-05
46,1,"Item-level (0.7,0.8)",0.7,0.8,0.003738067
46,2,"Item-level (0.7,0.8)",0.7,0.8,0.051485891
46,3,"Item-level (0.7,0.8)",0.7,0.8,0.302772178
46,4,"Item-level (0.7,0.8)",0.7,0.8,0.641906163
47,0,"Item-level (0.7,0.8)",0.7,0.8,8.44593252448747e-05
47,1,"Item-level (0.7,0.8)",0.7,0.8,0.003367169
47,2,"Item-level (0.7,0.8)",0.7,0.8,0.048305568
47,3,"Item-level (0.7,0.8)",0.7,0.8,0.295749956
47,4,"Item-level (0.7,0.8)",0.7,0.8,0.652492848
48,0,"Item-level (0.7,0.8)",0.7,0.8,7.29269943458818e-05
48,1,"Item-level (0.7,0.8)",0.7,0.8,0.00302996
48,2,"Item-level (0.7,0.8)",0.7,0.8,0.045282533
48,3,"Item-level (0.7,0.8)",0.7,0.8,0.288691835
48,4,"Item-level (0.7,0.8)",0.7,0.8,0.662922746
49,0,"Item-level (0.7,0.8)",0.7,0.8,6.28945330520949e-05
49,1,"Item-level (0.7,0.8)",0.7,0.8,0.002723697
49,2,"Item-level (0.7,0.8)",0.7,0.8,0.042411892
49,3,"Item-level (0.7,0.8)",0.7,0.8,0.281609705
49,4,"Item-level (0.7,0.8)",0.7,0.8,0.673191812
50,0,"Item-level (0.7,0.8)",0.7,0.8,5.41769084590032e-05
50,1,"Item-level (0.7,0.8)",0.7,0.8,0.00244583
50,2,"Item-level (0.7,0.8)",0.7,0.8,0.039688682
50,3,"Item-level (0.7,0.8)",0.7,0.8,0.274514986
50,4,"Item-level (0.7,0.8)",0.7,0.8,0.683296325
51,0,"Item-level (0.7,0.8)",0.7,0.8,4.66106359896124e-05
51,1,"Item-level (0.7,0.8)",0.7,0.8,0.002193991
51,2,"Item-level (0.7,0.8)",0.7,0.8,0.037107892
51,3,"Item-level (0.7,0.8)",0.7,0.8,0.267418625
51,4,"Item-level (0.7,0.8)",0.7,0.8,0.693232882
52,0,"Item-level (0.7,0.8)",0.7,0.8,4.00514237667759e-05
52,1,"Item-level (0.7,0.8)",0.7,0.8,0.001965983
52,2,"Item-level (0.7,0.8)",0.7,0.8,0.034664485
52,3,"Item-level (0.7,0.8)",0.7,0.8,0.26033109
52,4,"Item-level (0.7,0.8)",0.7,0.8,0.70299839
53,0,"Item-level (0.7,0.8)",0.7,0.8,3.43720571142242e-05
53,1,"Item-level (0.7,0.8)",0.7,0.8,0.00175977
53,2,"Item-level (0.7,0.8)",0.7,0.8,0.03235342
53,3,"Item-level (0.7,0.8)",0.7,0.8,0.253262374
53,4,"Item-level (0.7,0.8)",0.7,0.8,0.712590063
54,0,"Item-level (0.7,0.8)",0.7,0.8,2.94605005413993e-05
54,1,"Item-level (0.7,0.8)",0.7,0.8,0.001573471
54,2,"Item-level (0.7,0.8)",0.7,0.8,0.030169667
54,3,"Item-level (0.7,0.8)",0.7,0.8,0.246221989
54,4,"Item-level (0.7,0.8)",0.7,0.8,0.722005413
55,0,"Item-level (0.7,0.8)",0.7,0.8,2.52181965236978e-05
55,1,"Item-level (0.7,0.8)",0.7,0.8,0.001405343
55,2,"Item-level (0.7,0.8)",0.7,0.8,0.028108226
55,3,"Item-level (0.7,0.8)",0.7,0.8,0.239218971
55,4,"Item-level (0.7,0.8)",0.7,0.8,0.731242242
56,0,"Item-level (0.7,0.8)",0.7,0.8,2.15585421932112e-05
56,1,"Item-level (0.7,0.8)",0.7,0.8,0.001253782
56,2,"Item-level (0.7,0.8)",0.7,0.8,0.026164141
56,3,"Item-level (0.7,0.8)",0.7,0.8,0.232261881
56,4,"Item-level (0.7,0.8)",0.7,0.8,0.740298638
57,0,"Item-level (0.7,0.8)",0.7,0.8,1.84055267161227e-05
57,1,"Item-level (0.7,0.8)",0.7,0.8,0.001117305
57,2,"Item-level (0.7,0.8)",0.7,0.8,0.024332514
57,3,"Item-level (0.7,0.8)",0.7,0.8,0.22535881
57,4,"Item-level (0.7,0.8)",0.7,0.8,0.749172965
58,0,"Item-level (0.7,0.8)",0.7,0.8,1.56925136617402e-05
58,1,"Item-level (0.7,0.8)",0.7,0.8,0.000994548
58,2,"Item-level (0.7,0.8)",0.7,0.8,0.02260852
58,3,"Item-level (0.7,0.8)",0.7,0.8,0.218517384
58,4,"Item-level (0.7,0.8)",0.7,0.8,0.757863855
59,0,"Item-level (0.7,0.8)",0.7,0.8,1.33611540740119e-05
59,1,"Item-level (0.7,0.8)",0.7,0.8,0.000884257
59,2,"Item-level (0.7,0.8)",0.7,0.8,0.02098741
59,3,"Item-level (0.7,0.8)",0.7,0.8,0.211744769
59,4,"Item-level (0.7,0.8)",0.7,0.8,0.766370203
60,0,"Item-level (0.7,0.8)",0.7,0.8,1.13604172481184e-05
60,1,"Item-level (0.7,0.8)",0.7,0.8,0.000785278
60,2,"Item-level (0.7,0.8)",0.7,0.8,0.01946453
60,3,"Item-level (0.7,0.8)",0.7,0.8,0.205047677
60,4,"Item-level (0.7,0.8)",0.7,0.8,0.774691154
61,0,"Item-level (0.7,0.8)",0.7,0.8,9.64572740065393e-06
61,1,"Item-level (0.7,0.8)",0.7,0.8,0.000696554
61,2,"Item-level (0.7,0.8)",0.7,0.8,0.018035324
61,3,"Item-level (0.7,0.8)",0.7,0.8,0.198432378
61,4,"Item-level (0.7,0.8)",0.7,0.8,0.782826099
62,0,"Item-level (0.7,0.8)",0.7,0.8,8.17819550973635e-06
62,1,"Item-level (0.7,0.8)",0.7,0.8,0.000617115
62,2,"Item-level (0.7,0.8)",0.7,0.8,0.01669534
62,3,"Item-level (0.7,0.8)",0.7,0.8,0.191904702
62,4,"Item-level (0.7,0.8)",0.7,0.8,0.790774665
63,0,"Item-level (0.7,0.8)",0.7,0.8,6.92393659832761e-06
63,1,"Item-level (0.7,0.8)",0.7,0.8,0.000546072
63,2,"Item-level (0.7,0.8)",0.7,0.8,0.015440242
63,3,"Item-level (0.7,0.8)",0.7,0.8,0.185470055
63,4,"Item-level (0.7,0.8)",0.7,0.8,0.798536707
64,0,"Item-level (0.7,0.8)",0.7,0.8,5.85346364694257e-06
64,1,"Item-level (0.7,0.8)",0.7,0.8,0.000482615
64,2,"Item-level (0.7,0.8)",0.7,0.8,0.01426581
64,3,"Item-level (0.7,0.8)",0.7,0.8,0.179133423
64,4,"Item-level (0.7,0.8)",0.7,0.8,0.806112299
65,0,"Item-level (0.7,0.8)",0.7,0.8,4.94115015704864e-06
65,1,"Item-level (0.7,0.8)",0.7,0.8,0.000426001
65,2,"Item-level (0.7,0.8)",0.7,0.8,0.013167947
65,3,"Item-level (0.7,0.8)",0.7,0.8,0.172899386
65,4,"Item-level (0.7,0.8)",0.7,0.8,0.813501725
66,0,"Item-level (0.7,0.8)",0.7,0.8,4.16475414978232e-06
66,1,"Item-level (0.7,0.8)",0.7,0.8,0.000375554
66,2,"Item-level (0.7,0.8)",0.7,0.8,0.012142681
66,3,"Item-level (0.7,0.8)",0.7,0.8,0.166772126
66,4,"Item-level (0.7,0.8)",0.7,0.8,0.820705473
67,0,"Item-level (0.7,0.8)",0.7,0.8,3.50499708160631e-06
67,1,"Item-level (0.7,0.8)",0.7,0.8,0.000330659
67,2,"Item-level (0.7,0.8)",0.7,0.8,0.011186169
67,3,"Item-level (0.7,0.8)",0.7,0.8,0.160755443
67,4,"Item-level (0.7,0.8)",0.7,0.8,0.827724225
68,0,"Item-level (0.7,0.8)",0.7,0.8,2.94519179438991e-06
68,1,"Item-level (0.7,0.8)",0.7,0.8,0.000290753
68,2,"Item-level (0.7,0.8)",0.7,0.8,0.010294698
68,3,"Item-level (0.7,0.8)",0.7,0.8,0.154852758
68,4,"Item-level (0.7,0.8)",0.7,0.8,0.834558845
69,0,"Item-level (0.7,0.8)",0.7,0.8,2.47091419689366e-06
69,1,"Item-level (0.7,0.8)",0.7,0.8,0.000255328
69,2,"Item-level (0.7,0.8)",0.7,0.8,0.009464688
69,3,"Item-level (0.7,0.8)",0.7,0.8,0.149067135
69,4,"Item-level (0.7,0.8)",0.7,0.8,0.841210379
70,0,"Item-level (0.7,0.8)",0.7,0.8,2.06971390225747e-06
70,1,"Item-level (0.7,0.8)",0.7,0.8,0.000223921
70,2,"Item-level (0.7,0.8)",0.7,0.8,0.008692689
70,3,"Item-level (0.7,0.8)",0.7,0.8,0.143401283
70,4,"Item-level (0.7,0.8)",0.7,0.8,0.847680037
71,0,"Item-level (0.7,0.8)",0.7,0.8,1.73085952597831e-06
71,1,"Item-level (0.7,0.8)",0.7,0.8,0.000196112
71,2,"Item-level (0.7,0.8)",0.7,0.8,0.007975386
71,3,"Item-level (0.7,0.8)",0.7,0.8,0.137857578
71,4,"Item-level (0.7,0.8)",0.7,0.8,0.853969193
72,0,"Item-level (0.7,0.8)",0.7,0.8,1.44511478489727e-06
72,1,"Item-level (0.7,0.8)",0.7,0.8,0.000171522
72,2,"Item-level (0.7,0.8)",0.7,0.8,0.007309596
72,3,"Item-level (0.7,0.8)",0.7,0.8,0.132438066
72,4,"Item-level (0.7,0.8)",0.7,0.8,0.860079371
73,0,"Item-level (0.7,0.8)",0.7,0.8,1.20454193347638e-06
73,1,"Item-level (0.7,0.8)",0.7,0.8,0.000149806
73,2,"Item-level (0.7,0.8)",0.7,0.8,0.006692266
73,3,"Item-level (0.7,0.8)",0.7,0.8,0.127144482
73,4,"Item-level (0.7,0.8)",0.7,0.8,0.866012241
74,0,"Item-level (0.7,0.8)",0.7,0.8,1.00232943247203e-06
74,1,"Item-level (0.7,0.8)",0.7,0.8,0.000130656
74,2,"Item-level (0.7,0.8)",0.7,0.8,0.006120475
74,3,"Item-level (0.7,0.8)",0.7,0.8,0.121978259
74,4,"Item-level (0.7,0.8)",0.7,0.8,0.871769607
75,0,"Item-level (0.7,0.8)",0.7,0.8,8.32641070093199e-07
75,1,"Item-level (0.7,0.8)",0.7,0.8,0.000113792
75,2,"Item-level (0.7,0.8)",0.7,0.8,0.005591427
75,3,"Item-level (0.7,0.8)",0.7,0.8,0.116940544
75,4,"Item-level (0.7,0.8)",0.7,0.8,0.877353405
76,0,"Item-level (0.7,0.8)",0.7,0.8,6.90484049732122e-07
76,1,"Item-level (0.7,0.8)",0.7,0.8,9.89600423675583e-05
76,2,"Item-level (0.7,0.8)",0.7,0.8,0.005102458
76,3,"Item-level (0.7,0.8)",0.7,0.8,0.112032205
76,4,"Item-level (0.7,0.8)",0.7,0.8,0.882765687
77,0,"Item-level (0.7,0.8)",0.7,0.8,5.71593824022538e-07
77,1,"Item-level (0.7,0.8)",0.7,0.8,8.59351486370589e-05
77,2,"Item-level (0.7,0.8)",0.7,0.8,0.004651022
